"createdAt","objectId","updatedAt","keel","nimetus","published","eluarisyndmus","identifikaator","kirjeldus","tegevusvaldkond","teenusetyyp","ministeerium","allasutus","osakondyksus","omanikunimi","omanikuamet","omanikutelefon","omanikuemail","konfinfo","eeltingimus"
"20-01-2016","01821174-260e-49eb-a8c2-713bcfb01988","20-01-2016","et","Struktuuritoetuste rakendamine","1","","RM-005","Struktuurifondide operatiivinfosüsteem (SFOS)","Välisvahendid","Toetus","Rahandusministeeriumi haldusala","Rahandusministeerium","Välisvahendite osakond","","","","","1",""
"20-01-2016","bfad2c27-e69b-4267-871f-1ad11c92dc26","20-01-2016","et","Vanemahüvitise, peretoetuste ja kohustusliku kogumispensioni täiendavate sissemaksete taotlemine","1","lapse sünd, peretoetused ja kohustuslik kogumispension","SKA-001","Saab esitada taotluse vanemahüvitise ja peretoetuste saamiseks. Samuti taotleda täiendavate sissemaksete tegemist kohustuslikku kogumispensionisse. Toetustest, hüvitistest või kohustusliku pensionifondi täiendavatest sissemaksetest loobumiseks.","Rahvastik","Toetus","Sotsiaalministeeriumi haldusala","Sotsiaalkindlustusamet","","Merlin Loorits","Nõunik","","Merlin.Loorits@sotsiaalkindlustusamet.ee","1",""
"20-01-2016","f5555b07-a216-4b99-adac-5c3d9ccb7a07","20-01-2016","et","Minu esitatud taotlused sotsiaalkindlustusametile","1","","SKA-002","Teenuses näeb ülevaadet viimase 24 kuu jooksul sotsiaalkindlustusametile esitatud paber- ja e-taotlustest ning teile väljastatud otsustest.","Rahvastik","Interaktiivne infoteenus","Sotsiaalministeeriumi haldusala","Sotsiaalkindlustusamet","","Evgeni Nikolaevski","Nõunik","6408180","evgeni.nikolaevski@sotsiaalkindlustusamet.ee","1",""
"20-01-2016","c5a90cc0-b716-44f9-b9e5-d2d8fe24a3c3","20-01-2016","et","Minu arvelduskonto muutmine sotsiaalkindlustusametis","1","","SKA-003","Teenuses saab sotsiaalkindlustusametile teada anda enda uue arvelduskonto numbri.","Rahvastik","Liitumine / Registreerumine","Sotsiaalministeeriumi haldusala","Sotsiaalkindlustusamet","","Evgeni Nikolaevski","Nõunik","6408180","evgeni.nikolaevski@sotsiaalkindlustusamet.ee","0",""
"20-01-2016","932b5c32-c766-472e-8a9e-940114977587","20-01-2016","et","Elatisabi taotlemine","1","elatisabi","SKA-004","Elatisabi saab taotleda alaealist last üksi kasvatav vanem, kui ta on algatanud teise vanema vastu kohtumenetluse elatise väljamõistmiseks.","Rahvastik","Toetus","Sotsiaalministeeriumi haldusala","Sotsiaalkindlustusamet","","Piret Suur","Nõunik","","Piret.Suur@sotsiaalkindlustusamet.ee","1",""
"20-01-2016","d14c3a01-be9e-48ec-91e8-3dddf564adb8","20-01-2016","et","Puuetega inimeste sotsiaaltoetuste taotlemine","1","","SKA-005","Puuetega inimeste sotsiaaltoetust on õigus taotleda inimesel, kellel on olemas kehtiv puude raskusaste või kes on esitanud taotluse puude raskusastme tuvastamiseks.","Rahvastik","Toetus","Sotsiaalministeeriumi haldusala","Sotsiaalkindlustusamet","","Militsina Vojeikina","Nõunik","","Militsina.Vojeikina@sotsiaalkindlustusamet.ee","1",""
"20-01-2016","7296d9d0-e4f4-4745-b5d0-ec91b28c796e","20-01-2016","et","Tulumaksuvabastuse taotlemine","1","","SKA-006","Tulumaksuvabastust saab taotleda, kui makstakse pensioni või hüvitist, millelt on võimalik tulumaks maha arvestada.","Rahvastik","Toetus","Sotsiaalministeeriumi haldusala","Sotsiaalkindlustusamet","","Evgeni Nikolaevski","Nõunik","6408180","evgeni.nikolaevski@sotsiaalkindlustusamet.ee","0",""
"20-01-2016","523f161a-a316-4ef7-901e-cd49e6bd9f7e","20-01-2016","et","Arstliku ekspertiisi taotlemine","1","","SKA-007","Puude raskusastme või püsiva töövõimetuse tuvastamiseks on vaja läbida arstlik ekspertiis. ","Rahvastik","Toetus","Sotsiaalministeeriumi haldusala","Sotsiaalkindlustusamet","","Aire Vares","Nõunik","","Aire.Vares@sotsiaalkindlustusamet.ee","1",""
"20-01-2016","5719b761-663b-4c52-8952-389fe1e201c8","20-01-2016","et","Erihoolekandeteenuse taotlemine","1","","SKA-008","Erihoolekandeteenused on mõeldud täisealisele inimesele, v.a ainult dementsuse diagnoosiga vanaduspensioniealistele, kellel on raskest, sügavast või püsivast psüühikahäirest tulenevalt välja kujunenud suurem vajadus kõrvalabile.","Rahvastik","Toetus","Sotsiaalministeeriumi haldusala","Sotsiaalkindlustusamet","","Margit Laurson","Nõunik","","Margit.Laurson@sotsiaalkindlustusamet.ee","1",""
"20-01-2016","0ec82ff9-13ca-4de9-acb9-48fa926e53e0","20-01-2016","et","Rehabilitatsiooniteenuse taotlemine","1","","SKA-009","Rehabilitatsiooniteenust saab taotleda puudega inimesele, et parandada tema iseseisvat toimetulekut, suurendada ühiskonda kaasatust ja soodustada töötamist või tööle asumist.","Rahvastik","Toetus","Sotsiaalministeeriumi haldusala","Sotsiaalkindlustusamet","","Airi Nõmm","Nõunik","","Airi.Nomm@sotsiaalkindlustusamet.ee","1",""
"20-01-2016","678ef42b-1342-495a-8cf2-52c356f956eb","20-01-2016","et","Kutselise kalapüügilubade menetlemine","1","","AGRI-001","Kutselise kalapüügilubade taotluste vastuvõtmine, taotluste menetlemine, loa andmise või loa andmisest keeldumise kohta otsuste tegemine, taotlejate teavitamine ja lubade andmine","Kalandus","Järelvalve teostamine","Maaeluministeeriumi haldusala","Maaeluministeerium","Kalamajandusosakond","Gunnar Lambing","Kalapüügi korralduse ja andmete analüüsi büroojuhataja","6256248","gunnar.lambing@agri.ee","1",""
"20-01-2016","fe033447-14f8-4cd5-9a61-47be57738c15","20-01-2016","et","Kutselise kalapüügivõimaluste jaotamine","1","","AGRI-002","Kutselise kalapüügivõimaluste jaotamine kooskõlas kalapüügiseaduse 3. jaotisega, püügivõimaluste jaotamise kohta otsuste tegemine ja taotlejate teavitamine","Kalandus","Järelvalve teostamine","Maaeluministeeriumi haldusala","Maaeluministeerium","Kalamajandusosakond","Gunnar Lambing","Kalapüügi korralduse ja andmete analüüsi büroojuhataja","6256248","gunnar.lambing@agri.ee","1",""
"20-01-2016","bf0adc7b-81c1-4eb3-b3f2-1abdd9bfe885","20-01-2016","et","Kutselise kalapüügiga seonduvate andmete kogumine","1","","AGRI-003","Kutselise kalapüügiga seonduvate andmete kogumine kooskõlas Vabariigi Valitsuse 15.12.2014 määrusega nr 186 ja kuvamine Maaeluministeeriumi kodulehel","Kalandus","Järelvalve teostamine","Maaeluministeeriumi haldusala","Maaeluministeerium","Kalamajandusosakond","Gunnar Lambing","Kalapüügi korralduse ja andmete analüüsi büroo juhataja","6256248","gunnar.lambing@agri.ee","1",""
"20-01-2016","31f4448f-034c-4cef-b3d0-f2c601c166af","20-01-2016","et","Kalalaevade riikliku registriga seonduvad teenused ja kalalaevatunnistuste andmine","1","","AGRI-004","Kalalaevade riikliku registriga seotud tegevused","Kalandus","Järelvalve teostamine","Maaeluministeeriumi haldusala","Maaeluministeerium","Kalamajandusosakond","Gunnar Lambing","Kalapüügi korralduse ja andmete analüüsi büroo juhataja","6256248","gunnar.lambing@agri.ee","1",""
"20-01-2016","9fbf1b66-30e6-4c0e-8f1c-163c0d9bbe4d","20-01-2016","et","Kalanduse infosüsteemi ja elektroonilise raporteerimise süsteemi (ERS) kliendirakenduse kaudu osutatavad teenused","1","","AGRI-005","Kaluri püügiloa alusel püüdjad saavad esitada andmed KIS-i veebi kaudu. Esmakokkuostjad võivad kasutada nii arvutisse laaditavat ERS klienti kui ka sisestada andmed veebis KIS-i.","Kalandus","Järelvalve teostamine","Maaeluministeeriumi haldusala","Maaeluministeerium","Kalamajandusosakond","Keno","Kaasiksoo","6256513","keno.kaasiksoo@agri.ee","1",""
"20-01-2016","c402de40-357d-4862-a171-8befab632ac8","20-01-2016","et","Tootjaorganisatsioonide tunnustamine","1","","AGRI-006","Tegutsemiseks tunnustatud tootjaorganisatsioonina peab tulundusühistu taotlema riigilt tunnustuse","Kalandus","Toetus","Maaeluministeeriumi haldusala","Maaeluministeerium","Kalamajandusosakond","Hannes Ulmas","Turukorralduse ja kaubanduse büroo juhataja","6256264","hannes.ulmas@agri.ee","1",""
"20-01-2016","5608fcd4-a30e-4314-9529-d77a9135644e","20-01-2016","et","Euroopa Merendus- ja Kalandusfondi (EMKF) kontrolli ja õigusnormide täitmise tagamise, andmete kogumise ja integreeritud merenduspoliitika meetmetega seonduvad tegevused","1","","AGRI-007","Meetme raames taotlejaks olevad riigiasutused","Kalandus","Järelvalve teostamine","Maaeluministeeriumi haldusala","Maaeluministeerium","Kalamajandusosakond","Juhani Papp","Kalanduse arengu büroo peaspetsialist","6256265","juhani.papp@agri.ee","0",""
"20-01-2016","41545097-7bc4-40ac-b445-e3c254019728","20-01-2016","et","Sõjalise kauba sisseveolitsentsi väljaandmine","1","Strateegilise kauba vedu","MFA-001","Õiguse andmine sõjalise kauba toomiseks Eestisse litsentsis seatud tingimustel ","Erinõuetega tegevusalad","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Välisministeeriumi haldusala","Välisministeerium","Poliitikaosakond julgeolekupoliitika ja relvastuskontrolli büroo","Mariin Ratnik","büroo direktor","637 7117","mariin.ratnik@mfa.ee","1","Sõjalise kauba lõppkasutaja kinnitus või välisriigi asjaomase asutuse lõppkasutuse järelevalve dokument"
"20-01-2016","5a89305d-cf15-474d-befd-d5b78ecd3d68","20-01-2016","et","Sõjalise kauba väljaveolitsentsi väljaandmine","1"," Strateegilise kauba vedu","MFA-002","Õiguse andmine sõjalise kauba väljavedamiseks Eestist litsentsis seatud tingimustel","Erinõuetega tegevusalad","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Välisministeeriumi haldusala","Välisministeerium","Poliitikaosakond julgeolekupoliitika ja relvastuskontrolli büroo","Mariin Ratnik","büroo direktor","637 7117","mariin.ratnik@mfa.ee","1","Sõjalise kauba lõppkasutaja kinnitus või välisriigi asjaomase asutuse lõppkasutuse
Järelevalve dokument"
"20-01-2016","1c532350-bda5-4a42-b239-09a9b1e84ad3","20-01-2016","et","Riigitöötaja iseteeninduskeskkond puhkuste, lähetuste, koolituste, varade ja majanduskulude seotud informatsiooni haldamiseks, kooskõlastamiseks ja kinnitamiseks.","1","","RTK-001","Teenusega saab: hallata puhkusegraafikut ja puhkusesoove, töötaja kasutuses olevate varade andmeid, teha nendega toiminguid (N: inventuurid), lähetuste ja kuluaruannete andmeid, koolitusplaane, majanduskulude hüvitisi","Töökeskkond ja personal","Aruandlus","Rahandusministeeriumi haldusala","Riigi Tugiteenuste Keskusest","Majandustarkvara arenduse osakond","Marek Ilves","Osakonnajuhataja","6113553","marek.ilves@rtk.ee","0","Asutus peab kasutama riigi ühtse majandustarkvara SAP teenust"
"20-01-2016","99140e77-3c55-411d-8f24-587e2d91cada","20-01-2016","et","Ühistranspordi alase info edastamine","1","","MA-043"," Sõiduplaanide, peatuste paikenemine jm ühistranspordiga seotud info. ","Liiklus ja liiklusvahendid","Interaktiivne infoteenus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Maanteeamet","Ühistranspordi osakond","Kirke Williamson","ühistranspordi osakonna juhataja","","kirke.williamson@mnt.ee","0",""
"20-01-2016","6e9449c0-6571-48c9-8ab7-a61ff63fc97d","20-01-2016","et","Sõjalise kauba transiidilitsentsi väljaandmine","1","Strateegilise kauba vedu","MFA-003","Õiguse andmine sõjalise kauba transiidiks litsentsis seatud tingimustel","Erinõuetega tegevusalad","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Välisministeeriumi haldusala","Välisministeerium","Poliitikaosakond julgeolekupoliitika ja relvastuskontrolli büroo","Mariin Ratnik","büroo direktor","637 7117","mariin.ratnik@mfa.ee","1","Sõjalise kauba lõppkasutaja kinnitus või välisriigi asjaomase asutuse lõppkasutuse järelevalve document."
"20-01-2016","9b3cb90b-25b5-4a59-9a14-82be3d76d9fb","20-01-2016","et","Ettevõtja sertifitseerimine","1","Strateegilise kauba vedu","MFA-004","Strateegilise kaubaga tegeleva ettevõtja nõuetele vastavuse ja usaldusväärsuse hindamine","Erinõuetega tegevusalad","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Välisministeeriumi haldusala","Välisministeerium","Poliitikaosakond julgeolekupoliitika ja relvastuskontrolli büroo","Mariin Ratnik","büroo direktor","637 7117","mariin.ratnik@mfa.ee","1","Sertifitseerimist võib taotleda püsivalt Eestis elav füüsiline isik või Eestis registreeritud juriidiline isik."
"20-01-2016","39d837e0-caa4-4fc2-8989-e20e1437b8c9","20-01-2016","et","Sõjalise kauba vahendaja registreerimine","1","Strateegilise kauba vedu","MFA-005","Õiguse andmine sõjalise kauba vahendusega tegelemiseks.","Erinõuetega tegevusalad","Liitumine / Registreerumine","Välisministeeriumi haldusala","Välisministeerium","Poliitikaosakond julgeolekupoliitika ja relvastuskontrolli büroo","Mariin Ratnik","büroo direktor","637 7117","mariin.ratnik@mfa.ee","0","Eestis püsivalt elav füüsiline isik või Eestis registreeritud juriidiline isik."
"20-01-2016","9b4c5ccb-436a-4c6c-8ad1-7a2c05e4105f","20-01-2016","et","Sõjalise kaubaga seotud teenuse osutamise litsentsi väljaandmine","1","Strateegilise kauba vedu","MFA-006","Sõjalise kaubaga seotud teenuse osutamine välisriiki või välisriigi teenusetarbijale","Erinõuetega tegevusalad","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Välisministeeriumi haldusala","Välisministeerium","Poliitikaosakond julgeolekupoliitika ja relvastuskontrolli büroo","Mariin Ratnik","büroo direktor","637 7117","mariin.ratnik@mfa.ee","0","Sõjalise kauba lõppkasutaja kinnitus või välisriigi asjaomase asutuse lõppkasutuse järelevalve dokument"
"20-01-2016","9bfe659b-4037-4aa2-a2b6-f991d1dce913","20-01-2016","et","Üldloa kasutajaks registreerimine","1","Strateegilise kauba vedu","MFA-007","Üldloa alusel toimub strateegilise kauba vedu ja teenuse osutamine lihtsustatud korras selles määratud tingimustel ning kaupade ja riikide osas. ","Erinõuetega tegevusalad","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Välisministeeriumi haldusala","Välisministeerium","Poliitikaosakond julgeolekupoliitika ja relvastuskontrolli büroo","Mariin Ratnik","büroo direktor","637 7117","mariin.ratnik@mfa.ee","1","Püsivalt Eestis elav füüsiline isik või Eestis registreeritud juriidiline isik."
"20-01-2016","90264322-9713-4b9c-9eae-0a2dc0f6e1e5","20-01-2016","et","Minule makstav pension, toetused ja hüvitised","1","","SKA-010","Teenuses näeb pensioni, toetuste ja hüvitiste summat, mis on määratud. Saab vaadata viimase 24 kuu jooksul tehtud makseid kuude lõikes.","Rahvastik","Kinnitus / tõend","Sotsiaalministeeriumi haldusala","Sotsiaalkindlustusamet","","Evgeni Nikolaevski","Nõunik","6408180","evgeni.nikolaevski@sotsiaalkindlustusamet.ee","0",""
"20-01-2016","4a8b98bc-f9fb-4695-aae4-93bf718ab067","20-01-2016","et","Lõppkasutaja sertifikaadi väljastamine","1","Strateegilise kauba vedu","MFA-008","Lõppkasutaja kohustuse kinnitamine, et ta veab Eestisse sisse näidatud väärtuses ja koguses kaupa,  kasutab seda ainult näidatud otstarbel ning ei adresseeri seda ümber  ega vea taas välja ilma eriloata.","Erinõuetega tegevusalad","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Välisministeeriumi haldusala","Välisministeerium","Poliitikaosakond julgeolekupoliitika ja relvastuskontrolli büroo","Mariin Ratnik","büroo direktor","637 7117","mariin.ratnik@mfa.ee","1","Sisseveetava kauba olemasolu ja kasutusotstarve."
"20-01-2016","d6bd4bd7-e181-4109-8d3f-872a9afd34ad","20-01-2016","et","Rahvusvahelise impordisertifikaadi väljastamine","1","Strateegilise kauba vedu","MFA-009","Kauba omaniku kohutuse kinnitamine, et ta veab Eestisse sisse näidatud väärtuses ja koguses kaupa ega vea seda taas välja ilma eriloata.","Erinõuetega tegevusalad","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Välisministeeriumi haldusala","Välisministeerium","Poliitikaosakond julgeolekupoliitika ja relvastuskontrolli büroo","Mariin Ratnik","büroo direktor","637 7117","mariin.ratnik@mfa.ee","1","Sisseveetava kauba olemasolu."
"20-01-2016","4a291a04-d96b-4bc9-8c14-412886d7c1b1","20-01-2016","et","Kauba kättesaamise tõendi väljastamine","1","Strateegilise kauba vedu","MFA-010","Kinnituse väljastamine, et kauba saaja on kauba näidatud väärtuses ja koguses Eestis kätte saanud","Erinõuetega tegevusalad","Kinnitus / tõend","Välisministeeriumi haldusala","Välisministeerium","Poliitikaosakond julgeolekupoliitika ja relvastuskontrolli büroo","Mariin Ratnik","büroo direktor","637 7117","mariin.ratnik@mfa.ee","1","Sisseveetud kauba olemasolu."
"20-01-2016","b9c95936-3f75-4f89-9376-4e12d3186508","20-01-2016","et","Tellimustöö","1","Statistika","STAT-012","Tellimustööna esitatakse detailsemat infot, kui on avaldatud pressiteadetes, statistikaväljaannetes või statistika andmebaasis. ","Statistika","Tellimine","Rahandusministeeriumi haldusala","Statistikaamet","Statistika levi osakond","Aime Lauk","Vanemkonsultant","6259 160","aime.lauk@stat.ee","0",""
"20-01-2016","7d5c3fb3-cc42-4df7-80cc-f7dda673a49f","20-01-2016","et","Pressiteadete ja väljaannete ilmumise, andmbaasi ja valmistabelite uuenduste teavituse tellimine","1","Statistika","STAT-013","Infovahetusstandard RSS (Really Simple Syndication) on pidevalt uuenevate uudiste pealkirju või sisu vahendada võimaldav andmevormingukogum: pressiteadete-, väljaannete-, valmistabelite- ja andmebaasi uudisvood.","Statistika","Interaktiivne infoteenus","Rahandusministeeriumi haldusala","Statistikaamet","Statistika levi osakond","Andrus Aru","Veebilehe disainer","6259 312","andrus.aru@stat.ee","0",""
"20-01-2016","29fed929-f53b-4eca-9ac7-64b0318498db","20-01-2016","et","Kaugpäring","1","Statistika","STAT-014","Võimaldab Statistikaameti käsutuses olevate konfidentsiaalsete andmete kasutamist statistiliste analüüside tegemiseks selliselt, et on välistatud kasutaja otsene ligipääs konfidentsiaalsetele andmetele.","Statistika","Interaktiivne infoteenus","Rahandusministeeriumi haldusala","Statistikaamet","Statistika levi osakond","Aime Lauk","Vanemkonsultant","6259 160","aime.lauk@stat.ee","1","Päringuid saab saata ööpäevaringselt. Kasutajatugi on tagatud esmaspäevast
neljapäevani 8.00–17.00 ja reedeti 8.00–16.00. Väljaspool tööaega ei ole teenuse
kasutamine tagatud.
<U+25A0> Päringute ettevalmistamiseks ja testimiseks on Statistikaameti veebilehel
näidisandmefailid, mis on sama andmekoosseisuga nagu kasutamiseks mõeldud
andmestikud, kuid ei sisalda reaalseid andmeid. Näidisandmefaile on võimalik
Statistikaameti veebist alla laadida http://www.stat.ee/kaugparingu-teenus.
<U+25A0> Päringuid saab teha statistilise analüüsi tarkvarapakettidega SAS, SPSS ja STATA.
<U+25A0> Teenuse kasutamiseks edastab Statistikaamet kasutajale e-posti teel kasutajanime ja
salasõna, millega kasutaja Statistikaameti veebilehelt päringumoodulisse siseneb.
<U+25A0> Kasutaja koostab valitud tarkvaras päringu ja käivitab selle. Automaatse aimatavuse
kontrolli läbinud päringu tulem saadetakse kasutajale kohe. Päringu tulemid, mis
automaatkontrolli ei läbinud, suunatakse täiendavasse kontrolli ja edastatakse kasutajale
tööpäeva jooksul."
"20-01-2016","37636980-1192-4064-b1aa-59a2b6df1e34","20-01-2016","et","Statistika avaldamiskalender","1","Statistika","STAT-015","Statistika avaldamise aegadest teavitab avaldamiskalender, 1. oktoobril avaldatakse avaldamiskalendris järgmise aasta statistika andmebaasi, pressiteadete, avalike andmefailide, IMFi põhinäitajate ja väljaannete avaldamise ajad.","Statistika","Interaktiivne infoteenus","Rahandusministeeriumi haldusala","Statistikaamet","Statistika levi osakond","Kaie Rebane","Peaspetsialist","6259 103","Kaie.Rebane@stat.ee","0",""
"20-01-2016","72cc2e33-8cb1-4f93-8e63-99ed6f35d828","20-01-2016","et","Väikelaeva- ja jetijuhtide väljaõppe korraldamise tegevusloa taotlemine","1","","VTA-056","Kui soovite tegutseda väikelaeva- ja jetijuhtide väljaõppe korraldamise valdkonnas, siis tuleb taotleda tegevusluba. ","Merendus","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Majandus- ja Kommunikatsiooniministeeriumi haldusala","Veeteede Amet","Väike- ja siseveelaevade osakond","Andres Kõnd","Väike- ja siseveelaevade osakonna juhataja","620 5750","andres.kond@vta.ee","0",""
"20-01-2016","afaee25c-af56-4f0f-9a04-6dcba91cbefa","20-01-2016","et","Metsainfo esitamine","1","","mta-001","Raieõiguse ning metsamaterjali ostu- ja müügitehingute teatis","Raamatupidamine ja aruandlus","Aruandlus","Rahandusministeeriumi haldusala","Maksu- ja Tolliamet","","","","","","1",""
"20-01-2016","d6f42c80-60d3-46e8-afdb-55e02081c820","20-01-2016","et","INF 1","1","","mta-002","Dividendide ja muude kasumieraldiste saajate deklaratsioon","Raamatupidamine ja aruandlus","Aruandlus","Rahandusministeeriumi haldusala","Maksu- ja Tolliamet","","","","","","1",""
"20-01-2016","02e54b3a-52ee-420f-983e-4584f1823c91","20-01-2016","et","INF 2","1","","mta-003","Füüsiliste isikute poolt tasutud eluasemelaenu intresside deklaratsioon ","Raamatupidamine ja aruandlus","Aruandlus","Rahandusministeeriumi haldusala","Maksu- ja Tolliamet","","","","","","1",""
"20-01-2016","af68afe4-07b0-4c76-bab8-90ed998c7dda","20-01-2016","et","INF 3","1","","mta-004","Füüsiliste isikute poolt tasutud koolituskulude deklaratsioon ","Raamatupidamine ja aruandlus","Aruandlus","Rahandusministeeriumi haldusala","Maksu- ja Tolliamet","","","","","","1",""
"20-01-2016","368bff53-1fdf-4519-9baa-d8a641e034a2","20-01-2016","et","INF 4","1","","mta-005","Saadud kingituste ja annetuste deklaratsioon ","Raamatupidamine ja aruandlus","Aruandlus","Rahandusministeeriumi haldusala","Maksu- ja Tolliamet","","","","","","1",""
"20-01-2016","214ab384-c821-4348-84bc-4aebc036dbd0","20-01-2016","et","INF 5","1","","mta-006","Täiendava kogumispensioni kindlustuslepingu alusel saadud kindlustusmaksete deklaratsioon ","Raamatupidamine ja aruandlus","Aruandlus","Rahandusministeeriumi haldusala","Maksu- ja Tolliamet","","","","","","1",""
"20-01-2016","1922c865-0203-4cc9-adf2-69ca3079c771","20-01-2016","et","INF 6","1","","mta-007","Vabatahtliku pensionifondi osakute soetamiseks makstud summade deklaratsioon ","Raamatupidamine ja aruandlus","Aruandlus","Rahandusministeeriumi haldusala","Maksu- ja Tolliamet","","","","","","1",""
"20-01-2016","52d0739d-6894-407f-a656-a5c784c47593","20-01-2016","et","INF 9","1","","mta-008","Kingituste ja annetuste ning muude tulude kasutamise deklaratsioon ","Raamatupidamine ja aruandlus","Aruandlus","Rahandusministeeriumi haldusala","Maksu- ja Tolliamet","","","","","","0",""
"20-01-2016","52af8265-fd4e-40b5-8445-a4bf99023e8e","20-01-2016","et","INF 12","1","","mta-009","Mitteresidendile makstud intressi deklaratsioon ","Raamatupidamine ja aruandlus","Aruandlus","Rahandusministeeriumi haldusala","Maksu- ja Tolliamet","","","","","","1",""
"20-01-2016","93a66bad-af4f-4d68-bca2-09e640ede9e5","20-01-2016","et","INF 14","1","","mta-010","Isikliku sõiduauto kasutamise hüvitise ja koolituskulude katmise deklaratsioon ","Raamatupidamine ja aruandlus","Aruandlus","Rahandusministeeriumi haldusala","Maksu- ja Tolliamet","","","","","","1",""
"20-01-2016","0fed5208-9167-499f-894b-7ab49a3863a1","20-01-2016","et","INF 16","1","","mta-011","Residendist füüsilistele isikutele makstud intressi ja kindlustushüvitise deklaratsioon ","Raamatupidamine ja aruandlus","Aruandlus","Rahandusministeeriumi haldusala","Maksu- ja Tolliamet","","","","","","1",""
"20-01-2016","4a64ca7c-2543-4029-91df-4bbfab643a62","20-01-2016","et","Kaubamärgi registreerimise taotluse esitamine","1","","EPA-002","Saab täita ja saata Patendiametisse elektroonilisi taotlusi kaubamärgi registreerimiseks Eestis.","Tööstusomand","Diplom/Tunnistus/Luba/ Setifikaat/Kooskõlastus","Justiitsministeeriumi haldusala","Patendiamet","Infoosakond","Ülle Tamm","Rahvusvahelise andmevahetuse talituse juhataja","6277949","ylle.tamm@epa.ee","1","Taotlejal peab olema Eestis elukoht, asukoht või tegutsev kaubandus- või tööstusettevõte, nende puudumisel peab olema esindajaks patendivolinik."
"20-01-2016","00e19006-abd5-4214-a232-3a21e1b6cb60","20-01-2016","et","Abielu sõlmimine","1","Abielu","TMV-001","Abielluda soovijad esitavad perekonnaseisuasutusele isiklikult kohale tulles ühise kirjaliku abiellumisavalduse.","Sotsiaalelu","Leping","Rahandusministeeriumi haldusala","Tartu Maavalitsus","Perekonnaseisutoimingud","Sirje Juus","Tartu Maavalitsuse kantselei rahvastikutoimingute talituse peaspetsialist","7420 960","sirje.juus@tartu.maavalitsus.ee","0",""
"20-01-2016","8d9ac978-65c0-4eb6-8a56-06db1a976a68","20-01-2016","et","Abielu lahutamine","1","Abielu","TMV-002","Perekonnaseisuasutuses võib abielu lahutada abikaasade vastastikusel kokkuleppel ja juhul, kui mõlema abikaasa elukoht on Eestis.","Sotsiaalelu","Leping","Rahandusministeeriumi haldusala","Tartu Maavalitsus"," Tartu Maavalitsuse rahvastikutoimingute talitus","Sirje Juus","Tartu Maavalitsuse kantselei rahvastikutoimingute talitus","7420 960","sirje.juus@tartu.maavalitsus.ee","0",""
"20-01-2016","ccb82eaa-4bcb-4817-b9c5-ed5ee5cc1140","20-01-2016","et","Nime muutmine","1","","TMV-003","Uue eesnime, perekonnanime või isikunime andmist võivad taotleda Eesti Vabariigi kodanikud ja Eestis alalist elukohta omavad isikud, kes ei ole välisriigi kodanikud.","Sotsiaalelu","Leping","Rahandusministeeriumi haldusala","Tartu Maavalitsus","Tartu Maavalitsuse rahvastikutoimingute talitus","Siiri Sinijärv","Tartu Maavalitsuse rahvastikutoimingute talituse juhataja,","7420 632","siiri.sinijarv@tartu.maavalitsus.ee","0",""
"20-01-2016","7e27c641-d71d-439a-b2cb-39e031914c6f","20-01-2016","et","Sünni registreerimine","1","Sünd","TMV-004","Lapse seaduslik esindaja (esindajad) esitab ühe kuu jooksul lapse sündimise päevast arvates isiklikult kohale tulles sünni registreerimise avalduse ükskõik millisele perekonnaseisuasutusele (maavalitsus või kohalik omavalitsus).","Rahvastik","Leping","Rahandusministeeriumi haldusala","Tartu Maavalitsus","Tartu Maavalitsuse rahvastikutoimingute talitus","Kadri Männik","Tartu Maavalitsuse kantselei rahvastikutoimingute talituse peaspetsialist","742 0960","kadri.mannik@tartu.maavalitsus.ee","0",""
"20-01-2016","17575ce1-bdc5-406f-a5db-46585eb838c2","20-01-2016","et","Surma registreerimine","1","Surm","TMV-005","Surma registreerimine","Rahvastik","Kinnitus / tõend","Rahandusministeeriumi haldusala","Tartu Maavalitsus","Tartu Maavalitsuse rahvastikutoimingute talitus","Kaia Rahu","Tartu Maavalitsuse kantselei rahvastikutoimingute talituse peaspetsialist","742 0632","kaia.rahu@tartu.maavalitsus.ee","0",""
"20-01-2016","925c15d6-94c0-40c7-9666-36f7c64de215","20-01-2016","et","Perekonnaseisuandmete muutmine rahvastikuregistris","1","","TMV-006","Perekonnaseisuasutus teeb rahvastikuregistris muudatusi, kui selleks on küllaldane alus ja huvitatud isikute vahel ei ole vaidlust.","Rahvastik","Liitumine / Registreerumine","Rahandusministeeriumi haldusala","Tartu Maavalitsus","Tartu Maavalitsuse kantselei rahvastikutoimingute talitus","Tiiu Eintalu","Tartu Maavalitsuse rahvastikutoimingute talitus","742 0856","tiiu.eintalu@tartu.maavalitsus.ee","0",""
